id,number,name,types,H,A,B,C,D,S,total,images,ability,s_ability,nameKo,grade,prevEvolutions,nextEvolutions,note
7368,657,frogadier,"[""물""]",54,63,52,83,56,97,405,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/657.png"",""https://play.pokemonshowdown.com/sprites/ani/frogadier.gif""]","[""급류""]","[""변환자재""]",개굴반장,,"[""개구마르""]","[""개굴닌자""]",
7369,658,greninja,"[""물"",""악""]",72,95,67,103,71,122,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/658.png"",""https://play.pokemonshowdown.com/sprites/ani/greninja.gif""]","[""급류""]","[""변환자재""]",개굴닌자,,"[""개굴반장""]","[""메가 개굴닌자""]",
7370,659,bunnelby,"[""노말""]",38,36,38,32,36,57,237,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/659.png"",""https://play.pokemonshowdown.com/sprites/ani/bunnelby.gif""]","[""픽업"",""볼주머니""]","[""천하장사""]",파르빗,,[],"[""파르토""]",
7371,660,diggersby,"[""노말"",""땅""]",85,56,77,50,77,78,423,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/660.png"",""https://play.pokemonshowdown.com/sprites/ani/diggersby.gif""]","[""픽업"",""볼주머니""]","[""천하장사""]",파르토,,"[""파르빗""]",[],
7372,661,fletchling,"[""노말"",""비행""]",45,50,43,40,38,62,278,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/661.png"",""https://play.pokemonshowdown.com/sprites/ani/fletchling.gif""]","[""부풀린가슴""]","[""질풍날개""]",화살꼬빈,,[],"[""불화살빈""]",
7373,662,fletchinder,"[""불꽃"",""비행""]",62,73,55,56,52,84,382,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/662.png"",""https://play.pokemonshowdown.com/sprites/ani/fletchinder.gif""]","[""불꽃몸""]","[""질풍날개""]",불화살빈,,"[""화살꼬빈""]","[""파이어로""]",
7374,663,talonflame,"[""불꽃"",""비행""]",78,81,71,74,69,126,499,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/663.png"",""https://play.pokemonshowdown.com/sprites/ani/talonflame.gif""]","[""불꽃몸""]","[""질풍날개""]",파이어로,,"[""불화살빈""]",[],
7375,664,scatterbug,"[""벌레""]",38,35,40,27,25,35,200,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/664.png"",""https://play.pokemonshowdown.com/sprites/ani/scatterbug.gif""]","[""인분"",""복안""]","[""프렌드가드""]",분이벌레,,[],"[""분떠도리""]",
7376,665,spewpa,"[""벌레""]",45,22,60,27,30,29,213,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/665.png"",""https://play.pokemonshowdown.com/sprites/ani/spewpa.gif""]","[""탈피""]","[""프렌드가드""]",분떠도리,,"[""분이벌레""]","[""비비용""]",
7377,666,vivillon,"[""벌레"",""비행""]",80,52,50,90,50,89,411,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/666.png"",""https://play.pokemonshowdown.com/sprites/ani/vivillon.gif""]","[""인분"",""복안""]","[""프렌드가드""]",비비용,,"[""분떠도리""]",[],
7378,667,litleo,"[""노말"",""불꽃""]",62,50,58,73,54,72,369,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/667.png"",""https://play.pokemonshowdown.com/sprites/ani/litleo.gif""]","[""투쟁심"",""긴장감""]","[""자기과신""]",레오꼬,,[],"[""화염레오""]",
7379,668,pyroar-male,"[""노말"",""불꽃""]",86,68,72,109,66,106,507,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/668.png"",""https://play.pokemonshowdown.com/sprites/ani/pyroar-male.gif""]","[""투쟁심"",""긴장감""]","[""자기과신""]",화염레오,,"[""레오꼬""]",[],
7380,669,flabebe,"[""페어리""]",44,38,39,61,79,42,303,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/669.png"",""https://play.pokemonshowdown.com/sprites/ani/flabebe.gif""]","[""플라워베일""]","[""공생""]",플라베베,,[],"[""플라엣테""]",
7381,670,floette,"[""페어리""]",54,45,47,75,98,52,371,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/670.png"",""https://play.pokemonshowdown.com/sprites/ani/floette.gif""]","[""플라워베일""]","[""공생""]",플라엣테,,"[""플라베베""]","[""플라제스"",""메가 플라엣테""]",
7382,671,florges,"[""페어리""]",78,65,68,112,154,75,552,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/671.png"",""https://play.pokemonshowdown.com/sprites/ani/florges.gif""]","[""플라워베일""]","[""공생""]",플라제스,,"[""플라엣테""]",[],
7383,672,skiddo,"[""풀""]",66,65,48,62,57,52,350,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/672.png"",""https://play.pokemonshowdown.com/sprites/ani/skiddo.gif""]","[""초식""]","[""풀모피""]",메이클,,[],"[""고고트""]",
7384,673,gogoat,"[""풀""]",123,100,62,97,81,68,531,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/673.png"",""https://play.pokemonshowdown.com/sprites/ani/gogoat.gif""]","[""초식""]","[""풀모피""]",고고트,,"[""메이클""]",[],
7385,674,pancham,"[""격투""]",67,82,62,46,48,43,348,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/674.png"",""https://play.pokemonshowdown.com/sprites/ani/pancham.gif""]","[""철주먹"",""틀깨기""]","[""배짱""]",판짱,,[],"[""부란다""]",
7386,675,pangoro,"[""격투"",""악""]",95,124,78,69,71,58,495,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/675.png"",""https://play.pokemonshowdown.com/sprites/ani/pangoro.gif""]","[""철주먹"",""틀깨기""]","[""배짱""]",부란다,,"[""판짱""]",[],
7387,676,furfrou,"[""노말""]",75,80,60,65,90,102,472,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/676.png"",""https://play.pokemonshowdown.com/sprites/ani/furfrou.gif""]","[""퍼코트""]",[],트리미앙,,[],[],
7388,677,espurr,"[""에스퍼""]",62,48,54,63,60,68,355,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/677.png"",""https://play.pokemonshowdown.com/sprites/ani/espurr.gif""]","[""날카로운눈"",""틈새포착""]","[""마이페이스""]",냐스퍼,,[],"[""냐오닉스""]",
7389,678,meowstic-male,"[""에스퍼""]",74,48,76,83,81,104,466,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/678.png"",""https://play.pokemonshowdown.com/sprites/ani/meowstic-male.gif""]","[""날카로운눈"",""틈새포착""]","[""짓궂은마음""]",냐오닉스,,"[""냐스퍼""]","[""메가 냐오닉스""]",
7390,679,honedge,"[""강철"",""고스트""]",45,80,100,35,37,28,325,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/679.png"",""https://play.pokemonshowdown.com/sprites/ani/honedge.gif""]","[""노가드""]",[],단칼빙,,[],"[""쌍검킬""]",
7391,680,doublade,"[""강철"",""고스트""]",59,110,150,45,49,35,448,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/680.png"",""https://play.pokemonshowdown.com/sprites/ani/doublade.gif""]","[""노가드""]",[],쌍검킬,,"[""단칼빙""]","[""킬가르도""]",
7392,681,aegislash-shield,"[""강철"",""고스트""]",60,50,140,50,140,60,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/681.png"",""https://play.pokemonshowdown.com/sprites/ani/aegislash-shield.gif""]","[""배틀스위치""]",[],킬가르도,,"[""쌍검킬""]",[],
7393,682,spritzee,"[""페어리""]",78,52,60,63,65,23,341,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/682.png"",""https://play.pokemonshowdown.com/sprites/ani/spritzee.gif""]","[""치유의마음""]","[""아로마베일""]",슈쁘,,[],"[""프레프티르""]",
7394,683,aromatisse,"[""페어리""]",101,72,72,99,89,29,462,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/683.png"",""https://play.pokemonshowdown.com/sprites/ani/aromatisse.gif""]","[""치유의마음""]","[""아로마베일""]",프레프티르,,"[""슈쁘""]",[],
7395,684,swirlix,"[""페어리""]",62,48,66,59,57,49,341,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/684.png"",""https://play.pokemonshowdown.com/sprites/ani/swirlix.gif""]","[""스위트베일""]","[""곡예""]",나룸퍼프,,[],"[""나루림""]",
7396,685,slurpuff,"[""페어리""]",82,80,86,85,75,72,480,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/685.png"",""https://play.pokemonshowdown.com/sprites/ani/slurpuff.gif""]","[""스위트베일""]","[""곡예""]",나루림,,"[""나룸퍼프""]",[],
7397,686,inkay,"[""악"",""에스퍼""]",53,54,53,37,46,45,288,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/686.png"",""https://play.pokemonshowdown.com/sprites/ani/inkay.gif""]","[""심술꾸러기"",""흡반""]","[""틈새포착""]",오케이징,,[],"[""칼라마네로""]",
7398,687,malamar,"[""악"",""에스퍼""]",86,92,88,68,75,73,482,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/687.png"",""https://play.pokemonshowdown.com/sprites/ani/malamar.gif""]","[""심술꾸러기"",""흡반""]","[""틈새포착""]",칼라마네로,,"[""오케이징""]","[""메가 칼라마네로""]",
7399,688,binacle,"[""물"",""바위""]",42,52,67,39,56,50,306,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/688.png"",""https://play.pokemonshowdown.com/sprites/ani/binacle.gif""]","[""단단한발톱"",""스나이퍼""]","[""나쁜손버릇""]",거북손손,,[],"[""거북손데스""]",
7400,689,barbaracle,"[""물"",""바위""]",72,105,115,54,86,68,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/689.png"",""https://play.pokemonshowdown.com/sprites/ani/barbaracle.gif""]","[""단단한발톱"",""스나이퍼""]","[""나쁜손버릇""]",거북손데스,,"[""거북손손""]","[""메가 거북손데스""]",
7401,690,skrelp,"[""독"",""물""]",50,60,60,60,60,30,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/690.png"",""https://play.pokemonshowdown.com/sprites/ani/skrelp.gif""]","[""독가시"",""독수""]","[""적응력""]",수레기,,[],"[""드래캄""]",
7402,691,dragalge,"[""독"",""드래곤""]",65,75,90,97,123,44,494,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/691.png"",""https://play.pokemonshowdown.com/sprites/ani/dragalge.gif""]","[""독가시"",""독수""]","[""적응력""]",드래캄,,"[""수레기""]","[""메가 드래캄""]",
7403,692,clauncher,"[""물""]",50,53,62,58,63,44,330,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/692.png"",""https://play.pokemonshowdown.com/sprites/ani/clauncher.gif""]","[""메가런처""]",[],완철포,,[],"[""블로스터""]",
7404,693,clawitzer,"[""물""]",71,73,88,120,89,59,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/693.png"",""https://play.pokemonshowdown.com/sprites/ani/clawitzer.gif""]","[""메가런처""]",[],블로스터,,"[""완철포""]",[],
7405,694,helioptile,"[""노말"",""전기""]",44,38,33,61,43,70,289,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/694.png"",""https://play.pokemonshowdown.com/sprites/ani/helioptile.gif""]","[""건조피부"",""모래숨기""]","[""선파워""]",목도리키텔,,[],"[""일레도리자드""]",
7406,695,heliolisk,"[""노말"",""전기""]",62,55,52,109,94,109,481,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/695.png"",""https://play.pokemonshowdown.com/sprites/ani/heliolisk.gif""]","[""건조피부"",""모래숨기""]","[""선파워""]",일레도리자드,,"[""목도리키텔""]",[],
7407,696,tyrunt,"[""드래곤"",""바위""]",58,89,77,45,45,48,362,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/696.png"",""https://play.pokemonshowdown.com/sprites/ani/tyrunt.gif""]","[""옹골찬턱""]","[""옹골참""]",티고라스,,[],"[""견고라스""]",
7408,697,tyrantrum,"[""드래곤"",""바위""]",82,121,119,69,59,71,521,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/697.png"",""https://play.pokemonshowdown.com/sprites/ani/tyrantrum.gif""]","[""옹골찬턱""]","[""돌머리""]",견고라스,,"[""티고라스""]",[],
7409,698,amaura,"[""바위"",""얼음""]",77,59,50,67,63,46,362,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/698.png"",""https://play.pokemonshowdown.com/sprites/ani/amaura.gif""]","[""프리즈스킨""]","[""눈퍼뜨리기""]",아마루스,,[],"[""아마루르가""]",
7410,699,aurorus,"[""바위"",""얼음""]",123,77,72,99,92,58,521,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/699.png"",""https://play.pokemonshowdown.com/sprites/ani/aurorus.gif""]","[""프리즈스킨""]","[""눈퍼뜨리기""]",아마루르가,,"[""아마루스""]",[],
7411,700,sylveon,"[""페어리""]",95,65,65,110,130,60,525,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/700.png"",""https://play.pokemonshowdown.com/sprites/ani/sylveon.gif""]","[""헤롱헤롱바디""]","[""페어리스킨""]",님피아,,"[""이브이""]",[],
7412,701,hawlucha,"[""격투"",""비행""]",78,92,75,74,63,118,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/701.png"",""https://play.pokemonshowdown.com/sprites/ani/hawlucha.gif""]","[""유연"",""곡예""]","[""틀깨기""]",루차불,,[],"[""메가 루차불""]",
7413,702,dedenne,"[""전기"",""페어리""]",67,58,57,81,67,101,431,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/702.png"",""https://play.pokemonshowdown.com/sprites/ani/dedenne.gif""]","[""볼주머니"",""픽업""]","[""플러스""]",데덴네,,[],[],
7414,703,carbink,"[""바위"",""페어리""]",50,50,150,50,150,50,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/703.png"",""https://play.pokemonshowdown.com/sprites/ani/carbink.gif""]","[""클리어바디""]","[""옹골참""]",멜리시,,[],[],
7415,704,goomy,"[""드래곤""]",45,50,35,55,75,40,300,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/704.png"",""https://play.pokemonshowdown.com/sprites/ani/goomy.gif""]","[""초식"",""촉촉바디""]","[""미끈미끈""]",미끄메라,,[],"[""미끄네일""]",
7416,705,sliggoo,"[""드래곤""]",68,75,53,83,113,60,452,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/705.png"",""https://play.pokemonshowdown.com/sprites/ani/sliggoo.gif""]","[""초식"",""촉촉바디""]","[""미끈미끈""]",미끄네일,,"[""미끄메라""]","[""미끄래곤""]",
7417,706,goodra,"[""드래곤""]",90,100,70,110,150,80,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/706.png"",""https://play.pokemonshowdown.com/sprites/ani/goodra.gif""]","[""초식"",""촉촉바디""]","[""미끈미끈""]",미끄래곤,,"[""미끄네일""]",[],
7418,707,klefki,"[""강철"",""페어리""]",57,80,91,80,87,75,470,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/707.png"",""https://play.pokemonshowdown.com/sprites/ani/klefki.gif""]","[""짓궂은마음""]","[""매지션""]",클레피,,[],[],
7419,708,phantump,"[""고스트"",""풀""]",43,70,48,50,60,38,309,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/708.png"",""https://play.pokemonshowdown.com/sprites/ani/phantump.gif""]","[""자연회복"",""통찰""]","[""수확""]",나목령,,[],"[""대로트""]",
7420,709,trevenant,"[""고스트"",""풀""]",85,110,76,65,82,56,474,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/709.png"",""https://play.pokemonshowdown.com/sprites/ani/trevenant.gif""]","[""자연회복"",""통찰""]","[""수확""]",대로트,,"[""나목령""]",[],
7421,710,pumpkaboo-average,"[""고스트"",""풀""]",49,66,70,44,55,51,335,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/710.png"",""https://play.pokemonshowdown.com/sprites/ani/pumpkaboo-average.gif""]","[""픽업"",""통찰""]","[""불면""]",호바귀,,[],"[""펌킨인""]",
7422,711,gourgeist-average,"[""고스트"",""풀""]",65,90,122,58,75,84,494,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/711.png"",""https://play.pokemonshowdown.com/sprites/ani/gourgeist-average.gif""]","[""픽업"",""통찰""]","[""불면""]",펌킨인,,"[""호바귀""]",[],
7423,712,bergmite,"[""얼음""]",55,69,85,32,35,28,304,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/712.png"",""https://play.pokemonshowdown.com/sprites/ani/bergmite.gif""]","[""마이페이스"",""아이스바디""]","[""옹골참""]",꽁어름,,[],"[""크레베이스""]",
7424,713,avalugg,"[""얼음""]",95,117,184,44,46,28,514,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/713.png"",""https://play.pokemonshowdown.com/sprites/ani/avalugg.gif""]","[""마이페이스"",""아이스바디""]","[""옹골참""]",크레베이스,,"[""꽁어름""]",[],
7425,714,noibat,"[""드래곤"",""비행""]",40,30,35,45,40,55,245,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/714.png"",""https://play.pokemonshowdown.com/sprites/ani/noibat.gif""]","[""통찰"",""틈새포착""]","[""텔레파시""]",음뱃,,[],"[""음번""]",
7426,715,noivern,"[""드래곤"",""비행""]",85,70,80,97,80,123,535,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/715.png"",""https://play.pokemonshowdown.com/sprites/ani/noivern.gif""]","[""통찰"",""틈새포착""]","[""텔레파시""]",음번,,"[""음뱃""]",[],
7427,716,xerneas,"[""페어리""]",126,131,95,131,98,99,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/716.png"",""https://play.pokemonshowdown.com/sprites/ani/xerneas.gif""]","[""페어리오라""]",[],제르네아스,,[],[],
7428,717,yveltal,"[""비행"",""악""]",126,131,95,131,98,99,680,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/717.png"",""https://play.pokemonshowdown.com/sprites/ani/yveltal.gif""]","[""다크오라""]",[],이벨타르,,[],[],
7429,718,zygarde-50,"[""드래곤"",""땅""]",108,100,121,81,95,95,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/718.png"",""https://play.pokemonshowdown.com/sprites/ani/zygarde-50.gif""]","[""오라브레이크""]",[],지가르데,,[],[],
7430,719,diancie,"[""바위"",""페어리""]",50,100,150,100,150,50,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/719.png"",""https://play.pokemonshowdown.com/sprites/ani/diancie.gif""]","[""클리어바디""]",[],디안시,,[],"[""메가 디안시""]",
7431,720,hoopa,"[""고스트"",""에스퍼""]",80,110,60,150,130,70,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/720.png"",""https://play.pokemonshowdown.com/sprites/ani/hoopa.gif""]","[""매지션""]",[],후파,,[],[],
7432,721,volcanion,"[""물"",""불꽃""]",80,110,120,130,90,70,600,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/721.png"",""https://play.pokemonshowdown.com/sprites/ani/volcanion.gif""]","[""저수""]",[],볼케니온,,[],[],
7433,722,rowlet,"[""비행"",""풀""]",68,55,55,50,50,42,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/722.png"",""https://play.pokemonshowdown.com/sprites/ani/rowlet.gif""]","[""심록""]","[""원격""]",나몰빼미,,[],"[""빼미스로우""]",
7434,723,dartrix,"[""비행"",""풀""]",78,75,75,70,70,52,420,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/723.png"",""https://play.pokemonshowdown.com/sprites/ani/dartrix.gif""]","[""심록""]","[""원격""]",빼미스로우,,"[""나몰빼미""]","[""모크나이퍼""]",
7435,724,decidueye,"[""고스트"",""풀""]",78,107,75,100,100,70,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/724.png"",""https://play.pokemonshowdown.com/sprites/ani/decidueye.gif""]","[""심록""]","[""원격""]",모크나이퍼,,"[""빼미스로우""]",[],
7436,725,litten,"[""불꽃""]",45,65,40,60,40,70,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/725.png"",""https://play.pokemonshowdown.com/sprites/ani/litten.gif""]","[""맹화""]","[""위협""]",냐오불,,[],"[""냐오히트""]",
7437,726,torracat,"[""불꽃""]",65,85,50,80,50,90,420,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/726.png"",""https://play.pokemonshowdown.com/sprites/ani/torracat.gif""]","[""맹화""]","[""위협""]",냐오히트,,"[""냐오불""]","[""어흥염""]",
7438,727,incineroar,"[""불꽃"",""악""]",95,115,90,80,90,60,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/727.png"",""https://play.pokemonshowdown.com/sprites/ani/incineroar.gif""]","[""맹화""]","[""위협""]",어흥염,,"[""냐오히트""]",[],
7439,728,popplio,"[""물""]",50,54,54,66,56,40,320,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/728.png"",""https://play.pokemonshowdown.com/sprites/ani/popplio.gif""]","[""급류""]","[""촉촉보이스""]",누리공,,[],"[""키요공""]",
7440,729,brionne,"[""물""]",60,69,69,91,81,50,420,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/729.png"",""https://play.pokemonshowdown.com/sprites/ani/brionne.gif""]","[""급류""]","[""촉촉보이스""]",키요공,,"[""누리공""]","[""누리레느""]",
7441,730,primarina,"[""물"",""페어리""]",80,74,74,126,116,60,530,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/730.png"",""https://play.pokemonshowdown.com/sprites/ani/primarina.gif""]","[""급류""]","[""촉촉보이스""]",누리레느,,"[""키요공""]",[],
7442,731,pikipek,"[""노말"",""비행""]",35,75,30,30,30,65,265,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/731.png"",""https://play.pokemonshowdown.com/sprites/ani/pikipek.gif""]","[""날카로운눈"",""스킬링크""]","[""픽업""]",콕코구리,,[],"[""크라파""]",
7443,732,trumbeak,"[""노말"",""비행""]",55,85,50,40,50,75,355,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/732.png"",""https://play.pokemonshowdown.com/sprites/ani/trumbeak.gif""]","[""날카로운눈"",""스킬링크""]","[""픽업""]",크라파,,"[""콕코구리""]","[""왕큰부리""]",
7444,733,toucannon,"[""노말"",""비행""]",80,120,75,75,75,60,485,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/733.png"",""https://play.pokemonshowdown.com/sprites/ani/toucannon.gif""]","[""날카로운눈"",""스킬링크""]","[""우격다짐""]",왕큰부리,,"[""크라파""]",[],
7445,734,yungoos,"[""노말""]",48,70,30,30,30,45,253,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/734.png"",""https://play.pokemonshowdown.com/sprites/ani/yungoos.gif""]","[""잠복"",""옹골찬턱""]","[""적응력""]",영구스,,[],"[""형사구스""]",
7446,735,gumshoos,"[""노말""]",88,110,60,55,60,45,418,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/735.png"",""https://play.pokemonshowdown.com/sprites/ani/gumshoos.gif""]","[""잠복"",""옹골찬턱""]","[""적응력""]",형사구스,,"[""영구스""]",[],
7447,736,grubbin,"[""벌레""]",47,62,45,55,45,46,300,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/736.png"",""https://play.pokemonshowdown.com/sprites/ani/grubbin.gif""]","[""벌레의알림""]",[],턱지충이,,[],"[""전지충이""]",
7448,737,charjabug,"[""벌레"",""전기""]",57,82,95,55,75,36,400,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/737.png"",""https://play.pokemonshowdown.com/sprites/ani/charjabug.gif""]","[""배터리""]",[],전지충이,,"[""턱지충이""]","[""투구뿌논""]",
7449,738,vikavolt,"[""벌레"",""전기""]",77,70,90,145,75,43,500,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/738.png"",""https://play.pokemonshowdown.com/sprites/ani/vikavolt.gif""]","[""부유""]",[],투구뿌논,,"[""전지충이""]",[],
7450,739,crabrawler,"[""격투""]",47,82,57,42,47,63,338,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/739.png"",""https://play.pokemonshowdown.com/sprites/ani/crabrawler.gif""]","[""괴력집게"",""철주먹""]","[""분노의경혈""]",오기지게,,[],"[""모단단게""]",
7451,740,crabominable,"[""격투"",""얼음""]",97,132,77,62,67,43,478,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/740.png"",""https://play.pokemonshowdown.com/sprites/ani/crabominable.gif""]","[""괴력집게"",""철주먹""]","[""분노의경혈""]",모단단게,,"[""오기지게""]","[""메가 모단단게""]",
7452,741,oricorio-baile,"[""불꽃"",""비행""]",75,70,70,98,70,93,476,"[""https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/741.png"",""https://play.pokemonshowdown.com/sprites/ani/oricorio-baile.gif""]","[""무희""]",[],춤추새,,[],[],
